车牌号,交叉口,start,end,count
EVBA07R,环西路-纬中路,2024-05-03 23:55:10.583,2024-05-04 00:25:32.408,5
EVBA07R,环西路-纬中路,2024-05-04 00:21:36.187,2024-05-04 00:25:32.408,4
EVBA07R,环西路-纬中路,2024-05-04 00:21:44.403,2024-05-04 00:25:32.408,3
EVBA5AM,纬中路-景区出入口,2024-05-01 00:52:37.121,2024-05-01 01:02:47.926,3
EVBAFDK,经一路-纬中路,2024-05-04 20:36:53.461,2024-05-04 21:09:42.088,3
EVBAG8S,环西路-纬中路,2024-05-01 19:04:48.705,2024-05-01 19:40:25.389,3
EVBAN6Y,环西路-纬中路,2024-05-01 11:24:05.619,2024-05-01 11:26:57.379,3
EVBAW8Q,纬中路-景区出入口,2024-05-02 00:04:22.353,2024-05-02 00:07:41.704,3
EVBBADG,环西路-纬中路,2024-05-03 16:48:34.712,2024-05-03 17:34:25.400,3
EVBBZDX,环西路-纬中路,2024-05-02 17:04:50.661,2024-05-02 17:54:33.923,3
EVBBZDX,环西路-纬中路,2024-05-02 17:54:33.923,2024-05-02 18:50:35.353,3
EVBC99A,环西路-纬中路,2024-05-02 20:03:33.051,2024-05-02 20:06:07.209,3
EVBCGDS,经中路-纬中路,2024-05-05 04:52:24.000,2024-05-05 04:52:55.000,4
EVBCGDS,经中路-纬中路,2024-05-05 04:52:48.000,2024-05-05 04:52:55.000,3
EVBEA50,环西路-纬中路,2024-05-01 19:44:11.328,2024-05-01 19:49:44.704,3
EVBF0D9,环西路-纬中路,2024-05-04 10:19:46.332,2024-05-04 10:23:44.222,3
EVBF58K,经中路-环北路,2024-05-01 17:58:54.225,2024-05-01 18:28:20.880,3
EVBF58K,环西路-纬中路,2024-05-01 21:56:06.147,2024-05-01 22:00:42.505,3
EVBFBC7,环西路-纬中路,2024-05-02 18:39:03.859,2024-05-02 18:45:53.468,3
EVBM97L,环西路-纬中路,2024-05-05 18:27:33.366,2024-05-05 18:38:06.712,3
EVBOB56,纬中路-景区出入口,2024-05-02 08:42:58.998,2024-05-02 09:05:50.093,3
EVBOBEG,环西路-纬中路,2024-05-01 11:30:32.428,2024-05-01 11:36:56.156,3
EVBW69Y,经中路-纬中路,2024-05-04 00:46:34.000,2024-05-04 00:52:03.000,4
EVBW69Y,经中路-纬中路,2024-05-04 00:49:44.000,2024-05-04 00:52:03.000,3
EVBW6CK,环西路-纬中路,2024-05-02 12:02:37.103,2024-05-02 13:01:19.353,3
EVBXD72,环西路-纬中路,2024-05-01 16:51:12.989,2024-05-01 17:17:28.481,3
EVC4BDI,环西路-纬中路,2024-05-01 21:39:06.743,2024-05-01 22:03:56.326,4
EVC4BDI,环西路-纬中路,2024-05-01 21:39:10.323,2024-05-01 22:03:56.326,3
EVC5580,环西路-纬中路,2024-05-02 10:04:57.849,2024-05-02 10:18:07.062,4
EVC5580,环西路-纬中路,2024-05-02 10:06:31.014,2024-05-02 10:18:07.062,3
EVC5580,环西路-纬中路,2024-05-04 09:30:29.320,2024-05-04 09:45:12.519,3
EVC5580,经中路-纬中路,2024-05-03 09:23:43.000,2024-05-03 10:19:09.000,3
EVC8BCL,环西路-纬中路,2024-05-01 08:15:23.606,2024-05-01 08:29:19.254,3
EVC8C65,环西路-纬中路,2024-05-03 11:48:13.866,2024-05-03 12:25:49.292,6
EVC8C65,环西路-纬中路,2024-05-03 11:49:00.505,2024-05-03 12:25:49.292,5
EVC8C65,环西路-纬中路,2024-05-03 12:16:43.409,2024-05-03 12:25:49.292,4
EVC8C65,环西路-纬中路,2024-05-03 12:16:48.690,2024-05-03 12:25:49.292,3
EVC8C65,环西路-纬中路,2024-05-05 11:14:07.837,2024-05-05 11:41:39.716,4
EVC8C65,环西路-纬中路,2024-05-05 11:14:44.672,2024-05-05 11:41:39.716,3
EVCB670,环西路-纬中路,2024-05-01 09:06:19.349,2024-05-01 09:32:27.896,3
EVCB670,环西路-纬中路,2024-05-03 09:36:40.112,2024-05-03 09:40:17.629,3
EVCBAHD,纬中路-景区出入口,2024-05-05 21:14:02.316,2024-05-05 21:48:54.829,3
EVCBD8G,环西路-纬中路,2024-05-01 17:33:22.862,2024-05-01 17:43:32.188,3
EVCCAMB,环西路-纬中路,2024-05-05 16:15:31.453,2024-05-05 16:52:43.176,3
EVD44GF,环西路-纬中路,2024-05-03 12:27:52.679,2024-05-03 12:30:38.427,4
EVD44GF,环西路-纬中路,2024-05-03 12:28:15.383,2024-05-03 12:30:38.427,3
EVD5CJ6,环西路-纬中路,2024-05-01 06:30:23.297,2024-05-01 06:54:09.767,3
EVD65DN,环西路-纬中路,2024-05-04 01:05:32.587,2024-05-04 01:10:25.904,3
EVD97D9,环西路-纬中路,2024-05-03 00:21:56.208,2024-05-03 01:13:37.388,6
EVD97D9,环西路-纬中路,2024-05-03 00:26:28.840,2024-05-03 01:13:37.388,5
EVD97D9,环西路-纬中路,2024-05-03 00:48:56.996,2024-05-03 01:39:43.641,7
EVD97D9,环西路-纬中路,2024-05-03 00:58:45.122,2024-05-03 01:39:43.641,6
EVD97D9,环西路-纬中路,2024-05-03 01:13:29.663,2024-05-03 01:39:43.641,5
EVD97D9,环西路-纬中路,2024-05-03 01:13:37.388,2024-05-03 01:39:43.641,4
EVD97D9,环西路-纬中路,2024-05-03 01:37:46.896,2024-05-03 01:39:43.641,3
EVD9A74,环西路-纬中路,2024-05-04 20:15:27.576,2024-05-04 20:52:49.405,3
EVD9CCH,环西路-纬中路,2024-05-01 14:03:14.160,2024-05-01 14:53:50.807,3
EVDB7FF,环西路-纬中路,2024-05-04 19:04:07.655,2024-05-04 19:10:46.636,3
EVDB7FF,环西路-纬中路,2024-05-05 07:15:27.594,2024-05-05 07:21:48.922,3
EVDCAKD,环西路-纬中路,2024-05-03 13:58:36.269,2024-05-03 14:01:13.823,3
EVE9CAL,环西路-纬中路,2024-05-02 19:48:00.667,2024-05-02 19:54:29.728,3
EVEBCFA,环西路-纬中路,2024-05-01 11:59:07.149,2024-05-01 12:35:36.654,4
EVEBCFA,环西路-纬中路,2024-05-01 11:59:09.550,2024-05-01 12:35:36.654,3
EVF4DF9,环西路-纬中路,2024-05-01 05:59:21.437,2024-05-01 06:49:09.779,3
EVF4DF9,环西路-纬中路,2024-05-02 05:04:07.093,2024-05-02 05:56:35.556,3
EVF4DGC,环西路-纬中路,2024-05-05 16:09:42.481,2024-05-05 16:16:41.679,3
EVF5CLB,经中路-纬中路,2024-05-03 23:16:45.000,2024-05-03 23:23:16.000,3
EVF67J9,环西路-纬中路,2024-05-05 07:22:15.193,2024-05-05 07:27:39.304,3
EVFC5E7,经五路-纬中路,2024-05-02 11:24:46.973,2024-05-02 11:27:41.397,3
EVG4DID,经中路-纬中路,2024-05-04 16:38:58.000,2024-05-04 16:57:56.000,3
EVG5952,纬中路-景区出入口,2024-05-05 15:36:14.177,2024-05-05 15:46:22.043,3
EVG656F,环西路-纬中路,2024-05-04 12:04:51.742,2024-05-04 12:08:36.721,3
EVG6DBQ,经中路-环北路,2024-05-04 15:40:51.454,2024-05-04 16:12:49.327,3
EVG97EW,环西路-纬中路,2024-05-04 08:26:02.968,2024-05-04 08:52:24.792,3
EVG9BHE,环西路-纬中路,2024-05-04 20:43:39.349,2024-05-04 21:07:38.812,3
EVGCB6E,环西路-纬中路,2024-05-02 18:06:32.865,2024-05-02 18:09:53.901,3
EVH498I,环西路-纬中路,2024-05-04 10:24:48.743,2024-05-04 10:24:53.301,3
EVH6BEH,环西路-纬中路,2024-05-01 22:03:44.156,2024-05-01 22:15:44.644,4
EVH6BEH,环西路-纬中路,2024-05-01 22:03:49.524,2024-05-01 22:15:44.644,3
EVH97DL,经一路-纬中路,2024-05-01 17:28:43.145,2024-05-01 18:17:45.218,3
EVH9AD4,环西路-纬中路,2024-05-03 08:38:42.431,2024-05-03 08:53:31.629,3
EVHA559,环西路-纬中路,2024-05-05 13:16:10.213,2024-05-05 13:49:40.865,3
EVI446Q,经中路-环北路,2024-05-02 20:31:23.077,2024-05-02 21:22:52.362,3
EVI446Q,环西路-纬中路,2024-05-01 18:48:27.414,2024-05-01 18:55:59.308,3
EVI5C6L,环西路-纬中路,2024-05-02 10:40:10.755,2024-05-02 11:22:21.915,5
EVI5C6L,环西路-纬中路,2024-05-02 10:40:11.826,2024-05-02 11:22:21.915,4
EVI5C6L,环西路-纬中路,2024-05-02 10:40:29.016,2024-05-02 11:22:21.915,3
EVI6669,环西路-纬中路,2024-05-04 22:09:18.400,2024-05-04 22:51:47.039,3
EVI9DB9,环西路-纬中路,2024-05-01 13:06:07.743,2024-05-01 13:17:59.299,3
EVJ37CS,经中路-环北路,2024-05-04 19:21:04.749,2024-05-04 19:49:05.759,3
EVJ37CS,经中路-纬中路,2024-05-04 19:23:08.000,2024-05-04 19:52:42.000,3
EVJ3C62,环西路-纬中路,2024-05-04 13:43:04.684,2024-05-04 14:34:40.442,3
EVJ666P,环西路-纬中路,2024-05-05 16:56:29.682,2024-05-05 17:14:56.184,3
EVJ8DAP,环西路-纬中路,2024-05-01 15:11:08.422,2024-05-01 15:11:13.094,3
EVJA4E8,经一路-纬中路,2024-05-03 14:24:37.236,2024-05-03 14:42:26.379,3
EVJA4E8,环西路-纬中路,2024-05-03 14:29:37.292,2024-05-03 15:20:17.821,3
EVJA5D2,环西路-纬中路,2024-05-01 17:05:09.187,2024-05-01 17:49:54.359,3
EVJCC83,环西路-纬中路,2024-05-04 23:18:53.270,2024-05-05 00:12:28.674,3
EVL34FE,环西路-纬中路,2024-05-05 15:08:54.280,2024-05-05 15:22:43.434,3
EVL4DMF,环西路-纬中路,2024-05-04 10:38:46.154,2024-05-04 11:05:55.034,7
EVL4DMF,环西路-纬中路,2024-05-04 10:38:49.023,2024-05-04 11:05:55.034,6
EVL4DMF,环西路-纬中路,2024-05-04 10:43:06.393,2024-05-04 11:05:55.034,5
EVL4DMF,环西路-纬中路,2024-05-04 10:43:13.255,2024-05-04 11:05:55.034,4
EVL4DMF,环西路-纬中路,2024-05-04 10:48:11.808,2024-05-04 11:05:55.034,3
EVL5981,环西路-纬中路,2024-05-02 13:09:34.851,2024-05-02 14:03:43.178,3
EVL5981,环西路-纬中路,2024-05-04 11:58:13.409,2024-05-04 12:19:54.961,4
EVL5981,环西路-纬中路,2024-05-04 12:05:17.745,2024-05-04 12:19:54.961,3
EVL5981,经二路-纬中路,2024-05-04 12:00:49.417,2024-05-04 12:22:08.536,3
EVL94LD,纬中路-景区出入口,2024-05-03 20:41:06.786,2024-05-03 21:38:03.344,3
EVL976J,环西路-纬中路,2024-05-05 22:59:06.784,2024-05-05 23:01:15.246,3
EVLC57T,环西路-纬中路,2024-05-01 09:40:46.421,2024-05-01 10:33:41.248,3
EVM3B6M,环西路-纬中路,2024-05-01 14:15:09.472,2024-05-01 14:25:51.512,4
EVM3B6M,环西路-纬中路,2024-05-01 14:15:16.123,2024-05-01 14:25:51.512,3
EVM8970,环西路-纬中路,2024-05-01 11:23:11.233,2024-05-01 11:58:55.725,3
EVM8970,环西路-纬中路,2024-05-05 16:50:09.949,2024-05-05 17:35:05.655,4
EVM8970,环西路-纬中路,2024-05-05 16:50:13.641,2024-05-05 17:35:05.655,3
EVM8970,环西路-纬中路,2024-05-05 19:51:52.040,2024-05-05 20:34:20.292,3
EVMBBD6,环西路-纬中路,2024-05-04 20:32:58.864,2024-05-04 20:36:06.649,3
EVMBBF9,环西路-纬中路,2024-05-03 16:46:12.081,2024-05-03 17:42:00.308,3
EVMC58J,环西路-纬中路,2024-05-04 14:56:37.993,2024-05-04 15:24:08.415,3
EVN39AH,环西路-纬中路,2024-05-01 18:56:20.802,2024-05-01 19:01:51.057,4
EVN39AH,环西路-纬中路,2024-05-01 18:57:08.974,2024-05-01 19:01:51.057,3
EVN39AH,环西路-纬中路,2024-05-04 08:18:50.096,2024-05-04 08:35:10.479,3
EVN4DCB,环西路-纬中路,2024-05-05 15:28:01.572,2024-05-05 15:28:06.523,3
EVNAAFD,环西路-纬中路,2024-05-02 23:38:29.176,2024-05-02 23:51:01.221,3
EVNB9DQ,经二路-纬中路,2024-05-05 11:11:01.391,2024-05-05 11:38:58.559,3
EVNB9DQ,环西路-纬中路,2024-05-05 11:13:50.847,2024-05-05 11:23:58.425,3
EVO5BB9,环西路-纬中路,2024-05-05 17:49:50.472,2024-05-05 18:13:10.850,3
EVOB65F,环西路-纬中路,2024-05-02 15:36:26.298,2024-05-02 16:31:45.113,3
EVOB6K7,环西路-纬中路,2024-05-04 19:39:50.934,2024-05-04 20:37:00.417,3
EVOBAE6,环西路-纬中路,2024-05-02 09:06:06.211,2024-05-02 09:06:50.223,3
EVOC680,纬中路-景区出入口,2024-05-05 11:12:45.591,2024-05-05 12:03:25.845,4
EVOC680,纬中路-景区出入口,2024-05-05 11:56:20.391,2024-05-05 12:03:25.845,3
EVOC6AQ,环西路-纬中路,2024-05-05 20:12:13.095,2024-05-05 20:20:01.536,4
EVOC6AQ,环西路-纬中路,2024-05-05 20:13:13.130,2024-05-05 20:20:01.536,3
EVP46E0,环西路-纬中路,2024-05-01 20:33:00.963,2024-05-01 21:01:26.448,4
EVP46E0,环西路-纬中路,2024-05-01 20:33:32.048,2024-05-01 21:01:26.448,3
EVP54G6,环西路-纬中路,2024-05-01 19:35:05.959,2024-05-01 20:12:47.548,5
EVP54G6,环西路-纬中路,2024-05-01 20:08:30.630,2024-05-01 20:12:47.548,4
EVP54G6,环西路-纬中路,2024-05-01 20:08:35.578,2024-05-01 20:12:47.548,3
EVP8C5K,纬中路-景区出入口,2024-05-02 07:18:06.458,2024-05-02 07:34:21.425,3
EVP8CAB,环西路-纬中路,2024-05-01 09:54:14.607,2024-05-01 10:44:01.966,3
EVP9BJF,纬中路-景区出入口,2024-05-02 17:21:11.549,2024-05-02 18:00:07.862,3
EVPC7D1,环西路-纬中路,2024-05-02 20:10:10.374,2024-05-02 21:06:04.889,4
EVPC7D1,环西路-纬中路,2024-05-02 20:15:32.931,2024-05-02 21:06:04.889,3
EVPCAID,环西路-纬中路,2024-05-03 19:23:49.997,2024-05-03 19:51:47.508,3
EVPCAID,经二路-纬中路,2024-05-03 19:26:53.288,2024-05-03 19:55:01.264,3
EVR4AMD,经中路-环北路,2024-05-04 20:24:20.242,2024-05-04 20:59:55.613,3
EVR4C8R,环西路-纬中路,2024-05-01 09:17:06.300,2024-05-01 10:09:45.044,3
EVR4CC8,经中路-纬中路,2024-05-03 07:39:55.000,2024-05-03 08:31:42.000,3
EVR56A2,环西路-纬中路,2024-05-04 19:42:21.051,2024-05-04 20:24:43.678,3
EVR6AMF,环西路-纬中路,2024-05-01 19:44:45.428,2024-05-01 20:00:35.382,3
EVR9AK8,环西路-纬中路,2024-05-02 18:32:51.956,2024-05-02 18:41:07.102,4
EVR9AK8,环西路-纬中路,2024-05-02 18:35:42.290,2024-05-02 18:41:07.102,3
EVRB7FF,经中路-环北路,2024-05-05 00:40:17.717,2024-05-05 01:30:59.896,3
EVRC47L,环西路-纬中路,2024-05-04 23:06:13.825,2024-05-04 23:10:38.699,3
EVRCDKD,环西路-纬中路,2024-05-01 23:03:31.661,2024-05-01 23:07:10.867,3
EVS356K,环西路-纬中路,2024-05-01 17:30:03.218,2024-05-01 18:14:12.711,3
EVS4C6H,环西路-纬中路,2024-05-03 22:32:30.766,2024-05-03 22:35:19.015,3
EVS65B5,环西路-纬中路,2024-05-01 08:55:44.765,2024-05-01 09:29:48.386,3
EVS65B5,经中路-纬中路,2024-05-05 07:55:46.000,2024-05-05 08:17:29.000,3
EVS6BDB,环西路-纬中路,2024-05-01 21:30:55.557,2024-05-01 22:16:45.078,3
EVS8BME,纬中路-景区出入口,2024-05-01 08:40:27.153,2024-05-01 08:54:11.965,3
EVSB9ES,经中路-纬中路,2024-05-05 19:18:55.000,2024-05-05 19:41:03.000,3
EVSBDL8,纬中路-景区出入口,2024-05-02 20:15:14.596,2024-05-02 20:21:54.777,3
EVSCBEZ,环西路-纬中路,2024-05-03 18:04:10.540,2024-05-03 18:41:07.060,3
EVSCBEZ,环西路-纬中路,2024-05-04 09:22:51.844,2024-05-04 09:24:24.809,3
EVT5A8L,环西路-纬中路,2024-05-01 04:41:18.486,2024-05-01 04:47:50.413,4
EVT5A8L,环西路-纬中路,2024-05-01 04:41:26.157,2024-05-01 04:47:50.413,3
EVT5A8L,环西路-纬中路,2024-05-01 15:59:49.505,2024-05-01 16:47:27.938,4
EVT5A8L,环西路-纬中路,2024-05-01 15:59:53.784,2024-05-01 16:47:27.938,3
EVT5AEY,环西路-纬中路,2024-05-01 08:30:53.271,2024-05-01 08:37:07.650,3
EVT5CIF,经中路-纬一路,2024-05-04 18:30:59.000,2024-05-04 18:51:32.000,3
EVT9AD3,环西路-纬中路,2024-05-05 10:39:22.227,2024-05-05 11:11:12.097,4
EVT9AD3,环西路-纬中路,2024-05-05 10:39:26.466,2024-05-05 11:11:12.097,3
EVT9AE0,经中路-环北路,2024-05-01 13:15:56.513,2024-05-01 14:11:59.615,3
EVTAA8M,环西路-纬中路,2024-05-02 14:39:23.049,2024-05-02 15:03:40.641,3
EVTBBDS,环西路-纬中路,2024-05-04 12:57:12.223,2024-05-04 12:59:44.230,3
EVU378B,环西路-纬中路,2024-05-03 14:21:11.096,2024-05-03 14:29:10.373,4
EVU378B,环西路-纬中路,2024-05-03 14:21:11.351,2024-05-03 14:29:10.373,3
EVU458R,环西路-纬中路,2024-05-03 21:18:03.975,2024-05-03 21:30:58.959,4
EVU458R,环西路-纬中路,2024-05-03 21:24:50.074,2024-05-03 21:30:58.959,3
EVU577V,环西路-纬中路,2024-05-02 21:07:10.381,2024-05-02 21:13:34.058,3
EVU66AC,环西路-纬中路,2024-05-03 17:22:31.589,2024-05-03 17:44:56.942,3
EVU67AX,经中路-环北路,2024-05-03 18:25:11.116,2024-05-03 19:19:51.858,3
EVU8A5Q,环西路-纬中路,2024-05-02 15:19:59.690,2024-05-02 15:47:23.121,4
EVU8A5Q,环西路-纬中路,2024-05-02 15:20:13.629,2024-05-02 15:47:23.121,3
EVUA6E6,环西路-纬中路,2024-05-02 19:55:25.000,2024-05-02 20:09:26.503,5
EVUA6E6,环西路-纬中路,2024-05-02 19:56:35.280,2024-05-02 20:09:26.503,4
EVUA6E6,环西路-纬中路,2024-05-02 20:03:10.678,2024-05-02 20:09:26.503,3
EVUB65V,环西路-纬中路,2024-05-05 10:54:13.890,2024-05-05 11:05:48.136,3
EVUCCJF,环西路-纬中路,2024-05-04 21:32:14.579,2024-05-04 22:28:53.536,4
EVUCCJF,环西路-纬中路,2024-05-04 21:32:18.707,2024-05-04 22:28:53.536,3
EVV3C69,环西路-纬中路,2024-05-03 18:25:04.806,2024-05-03 18:31:06.947,3
EVV4656,经中路-环北路,2024-05-04 17:53:52.865,2024-05-04 18:08:41.259,3
EVV49I6,环西路-纬中路,2024-05-02 13:05:39.342,2024-05-02 13:20:57.077,3
EVV6AD8,环西路-纬中路,2024-05-02 03:46:44.644,2024-05-02 04:16:46.663,3
EVV946F,经中路-环北路,2024-05-03 07:52:17.280,2024-05-03 08:29:53.918,3
EVV9B83,纬中路-景区出入口,2024-05-01 19:37:19.947,2024-05-01 19:52:06.153,3
EVVAC5H,环西路-纬中路,2024-05-04 18:42:07.392,2024-05-04 19:15:44.896,3
EVVB7AM,环西路-纬中路,2024-05-05 19:33:08.779,2024-05-05 20:31:20.271,3
EVW36I7,环西路-纬中路,2024-05-01 17:44:52.300,2024-05-01 18:43:18.981,4
EVW36I7,环西路-纬中路,2024-05-01 17:45:00.156,2024-05-01 18:43:18.981,3
EVW4BH8,经中路-纬中路,2024-05-03 14:09:28.000,2024-05-03 14:32:12.000,3
EVW67O6,经中路-纬中路,2024-05-03 21:20:11.000,2024-05-03 21:47:32.000,3
EVW6CEW,环西路-纬中路,2024-05-03 01:06:02.871,2024-05-03 01:18:43.923,3
EVX3ABQ,经中路-环北路,2024-05-05 03:24:20.716,2024-05-05 04:05:40.650,3
EVX555N,环西路-纬中路,2024-05-02 07:35:06.155,2024-05-02 08:26:04.867,3
EVX866L,环西路-纬中路,2024-05-04 19:14:28.478,2024-05-04 20:00:34.409,3
EVXB5J6,经中路-环北路,2024-05-03 18:54:25.862,2024-05-03 19:47:08.403,3
EVXC98G,环西路-纬中路,2024-05-03 20:08:02.246,2024-05-03 20:54:19.269,3
EVY44BL,环西路-纬中路,2024-05-03 18:20:46.801,2024-05-03 19:05:20.456,3
EVY8967,环西路-纬中路,2024-05-02 21:00:23.906,2024-05-02 21:33:31.132,3
EVYA755,纬中路-景区出入口,2024-05-04 09:35:46.814,2024-05-04 09:45:19.907,3
EVYC5I8,环西路-纬中路,2024-05-02 14:00:25.910,2024-05-02 14:20:23.785,3
EVYC5I8,环西路-纬中路,2024-05-04 14:54:13.680,2024-05-04 15:08:02.774,4
EVYC5I8,环西路-纬中路,2024-05-04 14:55:38.687,2024-05-04 15:08:02.774,3
EVYCDOD,纬中路-景区出入口,2024-05-02 18:36:28.521,2024-05-02 19:30:32.765,3
EVZ3D5J,环西路-纬中路,2024-05-02 10:07:20.019,2024-05-02 10:28:11.961,3
EVZ4983,环西路-纬中路,2024-05-01 03:35:31.974,2024-05-01 04:24:04.842,5
EVZ4983,环西路-纬中路,2024-05-01 03:54:25.605,2024-05-01 04:24:04.842,4
EVZ4983,环西路-纬中路,2024-05-01 03:54:29.491,2024-05-01 04:24:04.842,3
EVZ6DAV,纬中路-景区出入口,2024-05-02 18:00:49.857,2024-05-02 18:36:31.126,3
EVZB6MF,环西路-纬中路,2024-05-02 22:51:04.078,2024-05-02 23:01:48.230,3
EVZB6MF,环西路-纬中路,2024-05-04 23:32:46.173,2024-05-04 23:45:06.283,3
EVZBBE1,经五路-纬中路,2024-05-03 09:20:19.606,2024-05-03 09:23:41.370,3
FB20558K,环西路-纬中路,2024-05-02 08:18:43.140,2024-05-02 08:55:39.452,3
FB20B8CN,环西路-纬中路,2024-05-03 16:58:13.759,2024-05-03 17:04:26.118,3
FB20BCFH,环西路-纬中路,2024-05-01 18:16:52.888,2024-05-01 19:14:19.057,3
FB20CBEJ,环西路-纬中路,2024-05-02 14:55:06.288,2024-05-02 14:55:18.282,3
FB26C56I,环西路-纬中路,2024-05-02 19:51:47.175,2024-05-02 20:29:04.103,3
FB2A5D6N,纬中路-景区出入口,2024-05-01 16:06:52.272,2024-05-01 16:43:43.771,3
FB2A679L,环西路-纬中路,2024-05-02 10:22:00.936,2024-05-02 11:01:39.545,3
FB2A6S6,纬中路-景区出入口,2024-05-04 10:33:18.623,2024-05-04 10:41:51.632,3
FB2BDD7I,环西路-纬中路,2024-05-03 16:26:10.087,2024-05-03 17:12:16.444,6
FB2BDD7I,环西路-纬中路,2024-05-03 16:26:16.414,2024-05-03 17:12:16.444,5
FB2BDD7I,环西路-纬中路,2024-05-03 16:31:29.666,2024-05-03 17:12:16.444,4
FB2BDD7I,环西路-纬中路,2024-05-03 16:31:35.283,2024-05-03 17:12:16.444,3
FB2C4GC,纬中路-景区出入口,2024-05-04 12:46:19.939,2024-05-04 13:04:06.881,3
FB2C9BBN,环西路-纬中路,2024-05-02 14:32:19.986,2024-05-02 14:32:23.132,3
FB2D46CJ,环西路-纬中路,2024-05-04 18:51:01.153,2024-05-04 19:23:13.921,3
FB2D95AK,经中路-纬一路,2024-05-01 22:00:30.000,2024-05-01 22:04:33.000,3
FB2F4A8L,环西路-纬中路,2024-05-03 17:06:14.605,2024-05-03 17:50:15.156,3
FB2FAEFJ,环西路-纬中路,2024-05-02 19:03:10.263,2024-05-02 19:28:15.436,4
FB2FAEFJ,环西路-纬中路,2024-05-02 19:04:01.496,2024-05-02 19:28:15.436,3
FB2HDCFK,环西路-纬中路,2024-05-03 10:09:33.946,2024-05-03 10:26:17.597,5
FB2HDCFK,环西路-纬中路,2024-05-03 10:12:16.789,2024-05-03 10:26:17.597,4
FB2HDCFK,环西路-纬中路,2024-05-03 10:12:22.380,2024-05-03 10:26:17.597,3
FB2HDCFK,环西路-纬中路,2024-05-03 10:25:41.790,2024-05-03 11:21:41.186,4
FB2HDCFK,环西路-纬中路,2024-05-03 10:26:17.597,2024-05-03 11:21:41.186,3
FB2HDCFK,环西路-纬中路,2024-05-03 11:21:34.815,2024-05-03 12:08:08.650,3
FB2I4DH,环西路-纬中路,2024-05-01 17:01:46.490,2024-05-01 17:06:00.183,3
FB2IC8FH,环西路-纬中路,2024-05-02 14:00:02.007,2024-05-02 14:59:37.683,3
FB2JA8FJ,经一路-纬中路,2024-05-05 10:03:03.931,2024-05-05 10:48:24.576,3
FB2JA8FJ,环西路-纬中路,2024-05-05 12:56:59.102,2024-05-05 12:57:06.254,3
FB2JD8FJ,环西路-纬中路,2024-05-05 12:07:25.026,2024-05-05 12:55:21.033,3
FB2M9BEK,环西路-纬中路,2024-05-03 15:57:28.258,2024-05-03 16:04:56.880,4
FB2M9BEK,环西路-纬中路,2024-05-03 15:58:46.156,2024-05-03 16:04:56.880,3
FB2M9BEK,环西路-纬中路,2024-05-03 22:48:32.283,2024-05-03 23:32:43.406,4
FB2M9BEK,环西路-纬中路,2024-05-03 23:14:36.618,2024-05-03 23:56:36.044,4
FB2M9BEK,环西路-纬中路,2024-05-03 23:32:37.715,2024-05-03 23:56:36.044,3
FB2M9BEK,环西路-纬中路,2024-05-04 23:01:22.711,2024-05-04 23:35:49.930,3
FB2M9BEK,环西路-纬中路,2024-05-04 23:35:41.110,2024-05-05 00:24:49.367,4
FB2M9BEK,环西路-纬中路,2024-05-04 23:35:49.930,2024-05-05 00:24:49.367,3
FB2OCEFJ,环西路-纬中路,2024-05-01 15:09:00.606,2024-05-01 15:23:06.470,3
FB2P758H,经中路-环北路,2024-05-03 12:40:02.934,2024-05-03 12:57:40.771,3
FB2P758H,环西路-纬中路,2024-05-03 13:42:19.161,2024-05-03 13:55:17.039,3
FB2Q9C6J,环西路-纬中路,2024-05-03 14:30:01.771,2024-05-03 14:46:32.180,3
FB2SD69J,环西路-纬中路,2024-05-02 23:33:29.969,2024-05-02 23:42:26.046,3
FB2T97I,纬中路-景区出入口,2024-05-05 11:27:18.482,2024-05-05 11:36:54.708,3
FB2Y7DFJ,纬中路-景区出入口,2024-05-03 19:33:23.880,2024-05-03 19:46:46.997,3
FB33588J,环西路-纬中路,2024-05-01 21:17:36.605,2024-05-01 22:10:09.142,5
FB33588J,环西路-纬中路,2024-05-01 21:17:48.199,2024-05-01 22:10:09.142,4
FB33588J,环西路-纬中路,2024-05-01 21:27:30.916,2024-05-01 22:10:09.142,3
FB336E8N,环西路-纬中路,2024-05-01 13:07:45.391,2024-05-01 13:13:36.516,3
FB33DBCO,环西路-纬中路,2024-05-03 12:02:36.637,2024-05-03 12:48:37.145,5
FB33DBCO,环西路-纬中路,2024-05-03 12:41:58.659,2024-05-03 12:48:37.145,4
FB33DBCO,环西路-纬中路,2024-05-03 12:42:07.176,2024-05-03 12:48:37.145,3
FB349C8H,环西路-纬中路,2024-05-05 10:34:24.690,2024-05-05 11:18:27.204,4
FB349C8H,环西路-纬中路,2024-05-05 10:34:29.866,2024-05-05 11:18:27.204,3
FB3669DH,环西路-纬中路,2024-05-03 13:56:33.335,2024-05-03 14:11:05.493,5
FB3669DH,环西路-纬中路,2024-05-03 13:56:42.842,2024-05-03 14:11:05.493,4
FB3669DH,环西路-纬中路,2024-05-03 14:02:40.648,2024-05-03 14:11:05.493,3
FB36CE7L,环西路-纬中路,2024-05-04 23:20:26.391,2024-05-04 23:36:00.613,3
FB36K8C,环西路-纬中路,2024-05-02 21:53:32.601,2024-05-02 21:59:37.200,3
FB3A4A9I,环西路-纬中路,2024-05-04 19:42:09.541,2024-05-04 20:13:25.062,3
