车牌号,交叉口,start,end,repeat_count,low_speed_count
GOZ9IAF,环西路-纬中路,2024-05-03 03:41:30.443,2024-05-03 04:16:52.098,3,1
GQ1B6SC,环西路-纬中路,2024-05-01 22:55:38.981,2024-05-01 23:34:44.886,3,2
GQ2A75V,纬中路-景区出入口,2024-05-03 16:18:49.893,2024-05-03 17:39:58.487,3,1
GQ2Z6D8,环西路-纬中路,2024-05-02 00:05:02.515,2024-05-02 01:00:40.172,3,2
GQ2Z6D8,经四路-纬中路,2024-05-02 00:22:13.877,2024-05-02 00:53:45.978,3,2
GQ4K7BC,环西路-纬中路,2024-05-02 12:29:42.546,2024-05-02 13:39:41.725,4,1
GQ4K7BC,环西路-纬中路,2024-05-02 12:30:22.070,2024-05-02 13:39:41.725,3,1
GQ4MDC9K,纬中路-景区出入口,2024-05-02 18:01:25.631,2024-05-02 18:51:38.044,3,3
GQ59N8L,环西路-纬中路,2024-05-02 11:05:59.324,2024-05-02 11:42:32.427,3,2
GQ8D762,环西路-纬中路,2024-05-01 10:10:20.486,2024-05-01 11:16:43.434,3,3
GQ93BAS,经中路-纬中路,2024-05-03 08:01:34.000,2024-05-03 08:49:37.000,3,2
GQ93CU7,环西路-纬中路,2024-05-02 09:30:41.830,2024-05-02 10:41:31.729,4,3
GQ93CU7,环西路-纬中路,2024-05-02 09:40:15.505,2024-05-02 10:41:31.729,3,3
GQC34V7,环西路-纬中路,2024-05-02 18:59:04.955,2024-05-02 19:33:12.342,3,2
GQI355M,环西路-纬中路,2024-05-01 20:43:05.181,2024-05-01 22:03:43.160,6,1
GQI355M,环西路-纬中路,2024-05-01 20:43:10.789,2024-05-01 22:03:43.160,5,1
GQI355M,环西路-纬中路,2024-05-01 21:07:17.189,2024-05-01 22:03:43.160,4,1
GQI355M,环西路-纬中路,2024-05-01 21:07:29.380,2024-05-01 22:03:43.160,3,1
GQNB9A3,经中路-环北路,2024-05-02 00:40:52.511,2024-05-02 01:42:27.435,3,2
GQR35ER,环西路-纬中路,2024-05-01 23:36:44.591,2024-05-02 00:52:47.666,9,1
GQR35ER,环西路-纬中路,2024-05-01 23:46:03.594,2024-05-02 00:52:47.666,8,1
GQR35ER,环西路-纬中路,2024-05-01 23:46:07.019,2024-05-02 00:52:47.666,7,1
GQR35ER,环西路-纬中路,2024-05-01 23:52:32.765,2024-05-02 00:52:47.666,6,1
GQR35ER,环西路-纬中路,2024-05-01 23:52:38.439,2024-05-02 00:52:47.666,5,1
GQR35ER,环西路-纬中路,2024-05-04 00:43:27.528,2024-05-04 01:37:17.650,3,3
GQR35ER,经一路-纬中路,2024-05-01 23:39:24.278,2024-05-02 00:53:46.265,5,1
GQR35ER,经一路-纬中路,2024-05-01 23:45:24.800,2024-05-02 00:53:46.265,4,1
GQR35ER,经一路-纬中路,2024-05-01 23:54:03.744,2024-05-02 00:53:46.265,3,1
GQR35ER,经二路-纬中路,2024-05-01 23:41:18.002,2024-05-02 00:26:02.467,3,1
GQS458X,经中路-环北路,2024-05-02 22:38:56.502,2024-05-02 23:49:52.304,3,1
GQU65AH,环西路-纬中路,2024-05-02 20:43:12.497,2024-05-02 21:32:59.943,5,2
GQU65AH,环西路-纬中路,2024-05-02 20:48:07.614,2024-05-02 21:32:59.943,4,2
GQU65AH,环西路-纬中路,2024-05-02 20:48:12.820,2024-05-02 21:32:59.943,3,2
GQVBA6M,环西路-纬中路,2024-05-01 17:54:45.623,2024-05-01 18:31:33.354,3,1
GQW8A88,环西路-纬中路,2024-05-02 18:10:02.712,2024-05-02 19:10:27.028,4,1
GQW8A88,环西路-纬中路,2024-05-02 18:24:23.476,2024-05-02 19:10:27.028,3,1
GQYCBDK,环西路-纬中路,2024-05-01 20:57:01.932,2024-05-01 22:06:02.618,3,3
GR14CJ9,经中路-环北路,2024-05-02 15:32:05.097,2024-05-02 16:56:54.310,3,3
GR14CJ9,环西路-纬中路,2024-05-02 14:36:59.934,2024-05-02 15:52:13.441,3,4
GR25PCD,环西路-纬中路,2024-05-01 13:39:08.686,2024-05-01 14:42:44.885,5,4
GR25PCD,环西路-纬中路,2024-05-01 13:39:14.289,2024-05-01 14:42:44.885,4,4
GR25PCD,环西路-纬中路,2024-05-01 14:00:56.726,2024-05-01 14:42:44.885,3,4
GR2O7A9,环西路-纬中路,2024-05-01 17:24:35.382,2024-05-01 18:30:05.001,3,4
GR51AC5,纬中路-景区出入口,2024-05-03 08:50:41.901,2024-05-03 09:33:57.152,3,2
GR57568,经中路-环北路,2024-05-04 18:43:36.878,2024-05-04 19:26:05.637,3,1
GR859G8,环西路-纬中路,2024-05-01 03:37:27.029,2024-05-01 04:10:31.184,3,1
GR939UE,环西路-纬中路,2024-05-01 14:57:08.808,2024-05-01 16:17:06.727,3,2
GROC4HF,环西路-纬中路,2024-05-03 10:27:29.499,2024-05-03 11:29:13.787,3,5
GRU9CA8,环西路-纬中路,2024-05-01 21:48:51.895,2024-05-01 22:22:46.219,4,2
GRU9CA8,环西路-纬中路,2024-05-01 21:49:01.913,2024-05-01 22:22:46.219,3,2
GSAUIAB,纬中路-景区出入口,2024-05-02 08:02:51.848,2024-05-02 09:21:25.279,3,1
GSAZDEV,环西路-纬中路,2024-05-02 10:46:38.056,2024-05-02 11:27:05.697,3,2
GSF8506,环西路-纬中路,2024-05-01 18:49:30.169,2024-05-01 19:45:38.206,3,2
GSIC438,经中路-环北路,2024-05-04 10:45:30.279,2024-05-04 12:01:45.348,3,1
GSJB4AK,环西路-纬中路,2024-05-04 18:32:12.875,2024-05-04 19:04:50.148,3,3
GSZ44ZC,环西路-纬中路,2024-05-02 12:48:30.631,2024-05-02 13:23:16.732,3,1
GT20DC5,环西路-纬中路,2024-05-01 10:14:07.631,2024-05-01 10:47:01.961,4,1
GT20DC5,环西路-纬中路,2024-05-01 10:14:11.679,2024-05-01 10:47:01.961,3,1
GT25O61,环西路-纬中路,2024-05-02 15:51:45.604,2024-05-02 16:59:59.424,3,2
GT27A5V,环西路-纬中路,2024-05-05 19:03:00.352,2024-05-05 19:34:53.362,3,1
GT2Q4CN,经中路-纬一路,2024-05-01 14:35:40.000,2024-05-01 15:18:20.000,3,2
GT2Y9DP,环西路-纬中路,2024-05-04 00:12:10.066,2024-05-04 01:06:07.564,3,1
GT329CR,环西路-纬中路,2024-05-03 09:42:30.509,2024-05-03 10:41:56.294,3,1
GT35772,环西路-纬中路,2024-05-01 19:13:40.533,2024-05-01 19:48:53.028,3,2
GT3916G,经中路-纬中路,2024-05-05 17:37:06.000,2024-05-05 18:13:18.000,3,2
GT39H6D,环西路-纬中路,2024-05-04 20:04:16.264,2024-05-04 21:03:36.345,3,1
GT3BH63,纬中路-景区出入口,2024-05-01 09:26:50.035,2024-05-01 10:22:57.007,3,1
GT3VD5J,经中路-纬中路,2024-05-04 02:25:17.000,2024-05-04 03:38:16.000,4,6
GT3VD5J,经中路-纬中路,2024-05-04 02:29:39.000,2024-05-04 03:38:16.000,3,6
GT3VD5J,经三路-纬中路,2024-05-02 23:10:03.735,2024-05-03 00:01:01.912,3,2
GT3VD5J,经三路-纬中路,2024-05-04 02:30:21.844,2024-05-04 03:38:59.047,3,6
GT3VD5J,经二路-纬中路,2024-05-04 02:24:11.741,2024-05-04 03:06:29.279,3,5
GT4ZCE9,纬中路-景区出入口,2024-05-01 11:08:36.011,2024-05-01 11:49:55.063,4,2
GT4ZCE9,纬中路-景区出入口,2024-05-01 11:09:05.355,2024-05-01 11:49:55.063,3,2
GT53ZBM,环西路-纬中路,2024-05-04 10:52:34.236,2024-05-04 12:11:45.781,4,3
GT53ZBM,环西路-纬中路,2024-05-04 10:52:36.814,2024-05-04 12:11:45.781,3,3
GT54K79,环西路-纬中路,2024-05-05 15:42:31.411,2024-05-05 16:38:21.244,4,1
GT54K79,环西路-纬中路,2024-05-05 15:42:37.775,2024-05-05 16:38:21.244,3,1
GT56EAP,环西路-纬中路,2024-05-02 09:33:58.075,2024-05-02 10:40:34.195,3,5
GT5D2BB,环西路-纬中路,2024-05-01 01:44:21.653,2024-05-01 02:28:54.346,4,2
GT5D2BB,环西路-纬中路,2024-05-01 01:44:29.099,2024-05-01 02:28:54.346,3,2
GT5D2BB,纬中路-景区出入口,2024-05-01 01:49:40.214,2024-05-01 02:23:58.469,3,2
GT5V47C,环西路-纬中路,2024-05-01 17:32:36.752,2024-05-01 18:11:56.841,3,1
GT73A36,经五路-纬中路,2024-05-05 15:44:50.848,2024-05-05 16:28:00.820,3,3
GT75648,环西路-纬中路,2024-05-03 14:39:17.523,2024-05-03 15:57:56.761,3,1
GT78KAQ,环西路-纬中路,2024-05-02 09:22:13.329,2024-05-02 09:52:17.259,3,2
GT7SBAC,环西路-纬中路,2024-05-04 18:18:58.678,2024-05-04 19:44:39.021,4,1
GT7SBAC,环西路-纬中路,2024-05-04 18:20:09.091,2024-05-04 19:44:39.021,3,1
GT825D5,环西路-纬中路,2024-05-03 10:40:35.754,2024-05-03 11:19:56.169,4,1
GT825D5,环西路-纬中路,2024-05-03 10:40:40.852,2024-05-03 11:19:56.169,3,1
GT86E63,经中路-纬中路,2024-05-04 11:09:55.000,2024-05-04 11:51:28.000,3,2
GT89L66,经中路-纬一路,2024-05-05 20:42:35.000,2024-05-05 21:50:09.000,3,2
GT8AE8K,环西路-纬中路,2024-05-04 08:30:27.921,2024-05-04 09:29:38.299,4,1
GT8AE8K,环西路-纬中路,2024-05-04 08:30:32.903,2024-05-04 09:29:38.299,3,1
GT8FI8F,经三路-纬中路,2024-05-02 19:29:53.842,2024-05-02 20:50:49.898,3,1
GT8FI8F,经二路-纬中路,2024-05-02 19:30:32.308,2024-05-02 20:52:06.317,3,1
GT8FI8F,经一路-纬中路,2024-05-02 19:32:09.920,2024-05-02 20:53:28.599,3,1
GT8FI8F,环西路-纬中路,2024-05-02 19:36:26.550,2024-05-02 20:54:30.457,6,1
GT8FI8F,环西路-纬中路,2024-05-02 19:36:42.814,2024-05-02 20:54:30.457,5,1
GT8FPAC,环西路-纬中路,2024-05-04 11:52:14.193,2024-05-04 12:28:29.699,4,2
GT8FPAC,环西路-纬中路,2024-05-04 11:52:22.428,2024-05-04 12:28:29.699,3,2
GT96H86,环西路-纬中路,2024-05-05 11:16:55.594,2024-05-05 12:08:56.716,3,3
GTA3W6S,环西路-纬中路,2024-05-04 10:03:18.136,2024-05-04 11:19:48.814,3,2
GTA4FAE,纬中路-景区出入口,2024-05-05 13:30:30.947,2024-05-05 14:57:19.599,3,2
GTABF66,环西路-纬中路,2024-05-01 08:04:41.409,2024-05-01 09:08:23.786,3,1
GTB9N65,环西路-纬中路,2024-05-02 19:34:06.396,2024-05-02 20:57:26.284,3,4
GTB9VBC,环西路-纬中路,2024-05-02 01:59:54.342,2024-05-02 02:51:52.599,4,2
GTB9VBC,环西路-纬中路,2024-05-02 01:59:59.087,2024-05-02 02:51:52.599,3,2
GTBA6EN,环西路-纬中路,2024-05-03 13:00:19.117,2024-05-03 13:40:34.943,3,2
GTI87C7,环西路-纬中路,2024-05-05 17:57:25.121,2024-05-05 18:40:20.547,4,2
GTI87C7,环西路-纬中路,2024-05-05 17:57:29.779,2024-05-05 18:40:20.547,3,2
GTZCDCD,环西路-纬中路,2024-05-01 07:26:34.149,2024-05-01 08:26:40.921,3,3
GTZCDCD,环西路-纬中路,2024-05-03 07:38:47.637,2024-05-03 08:53:54.598,3,3
GW3355W,经中路-纬中路,2024-05-04 22:59:51.000,2024-05-05 00:25:58.000,3,1
GW3AU7P,环西路-纬中路,2024-05-01 19:30:22.766,2024-05-01 20:00:29.689,3,1
GW83X5G,纬中路-景区出入口,2024-05-04 09:37:53.708,2024-05-04 10:14:52.738,3,2
GW8H5CV,环西路-纬中路,2024-05-04 09:49:52.889,2024-05-04 11:11:59.213,4,3
GW8H5CV,环西路-纬中路,2024-05-04 10:41:51.901,2024-05-04 11:11:59.213,3,3
GWN4DH8,纬中路-景区出入口,2024-05-04 15:30:38.243,2024-05-04 16:13:42.296,3,3
GWOB4J9,经中路-纬中路,2024-05-02 19:54:18.000,2024-05-02 20:38:57.000,3,2
GWW4DQ8,环西路-纬中路,2024-05-01 15:52:31.049,2024-05-01 17:14:38.362,3,1
H02O166,环西路-纬中路,2024-05-02 10:31:05.460,2024-05-02 11:33:04.887,5,1
H02O166,环西路-纬中路,2024-05-02 10:31:10.358,2024-05-02 11:33:04.887,4,1
HB282K6,环西路-纬中路,2024-05-02 19:15:04.465,2024-05-02 20:06:08.648,6,1
HB282K6,环西路-纬中路,2024-05-02 19:15:09.812,2024-05-02 20:06:08.648,5,1
HB282K6,环西路-纬中路,2024-05-02 19:25:55.835,2024-05-02 20:06:08.648,4,1
HB282K6,环西路-纬中路,2024-05-02 19:26:01.671,2024-05-02 20:06:08.648,3,1
HBBP7AL,环西路-纬中路,2024-05-04 09:38:43.689,2024-05-04 10:26:28.661,4,4
HBBP7AL,环西路-纬中路,2024-05-04 09:38:49.006,2024-05-04 10:26:28.661,3,4
HBBW9DA,环西路-纬中路,2024-05-04 18:31:10.001,2024-05-04 19:08:45.544,3,2
HBX56R8,环西路-纬中路,2024-05-05 15:51:51.315,2024-05-05 17:07:54.962,4,1
HBX56R8,环西路-纬中路,2024-05-05 15:51:58.797,2024-05-05 17:07:54.962,3,1
HC144G7,环西路-纬中路,2024-05-04 14:41:05.871,2024-05-04 15:23:12.848,4,4
HC144G7,环西路-纬中路,2024-05-04 14:41:09.432,2024-05-04 15:23:12.848,3,4
HC4GB6S,环西路-纬中路,2024-05-04 06:46:19.669,2024-05-04 07:33:00.193,4,4
HC4GB6S,环西路-纬中路,2024-05-04 06:46:26.213,2024-05-04 07:33:00.193,3,4
HC4ZP6B,经三路-纬中路,2024-05-04 19:49:34.407,2024-05-04 21:00:57.864,3,2
HC4ZP6B,环西路-纬中路,2024-05-03 08:29:38.544,2024-05-03 09:06:55.251,3,2
HC4ZP6B,环西路-纬中路,2024-05-04 19:52:36.996,2024-05-04 20:38:07.265,5,2
HC4ZP6B,环西路-纬中路,2024-05-04 19:52:37.207,2024-05-04 20:38:07.265,4,2
HC4ZP6B,环西路-纬中路,2024-05-04 19:53:12.576,2024-05-04 20:38:07.265,3,2
HC71DBW,经中路-纬一路,2024-05-02 19:12:41.000,2024-05-02 20:16:17.000,3,2
HC7J5E9,经中路-纬中路,2024-05-03 09:32:40.000,2024-05-03 10:54:46.000,3,1
HC7J5E9,环西路-纬中路,2024-05-03 13:01:36.440,2024-05-03 13:46:19.901,3,4
HC7J5E9,环西路-纬中路,2024-05-05 17:27:23.473,2024-05-05 18:40:19.727,3,2
HCA8KU8,纬中路-景区出入口,2024-05-03 22:23:34.024,2024-05-03 22:58:28.659,3,2
HCATN7E,经中路-纬中路,2024-05-04 16:44:08.000,2024-05-04 17:55:25.000,3,5
HCB87G9,经一路-纬中路,2024-05-02 03:27:05.773,2024-05-02 04:42:25.408,4,1
HCB87G9,经一路-纬中路,2024-05-02 03:35:04.333,2024-05-02 04:42:25.408,3,1
HCB87G9,经一路-纬中路,2024-05-03 13:39:58.925,2024-05-03 14:30:51.813,3,4
HCB87G9,经中路-纬中路,2024-05-03 00:05:14.000,2024-05-03 00:50:44.000,3,4
HCBTDAC,环西路-纬中路,2024-05-04 13:57:05.766,2024-05-04 14:56:25.286,3,1
HCCA4AB,环西路-纬中路,2024-05-02 19:42:19.651,2024-05-02 20:23:16.244,5,1
HCCA4AB,环西路-纬中路,2024-05-02 19:43:27.144,2024-05-02 20:23:16.244,4,1
HCCA4AB,环西路-纬中路,2024-05-02 19:47:00.230,2024-05-02 20:23:16.244,3,1
HCH37WF,环西路-纬中路,2024-05-02 08:48:40.367,2024-05-02 09:42:02.630,4,2
HCH37WF,环西路-纬中路,2024-05-02 08:49:22.968,2024-05-02 09:42:02.630,3,2
HCH37WF,纬中路-景区出入口,2024-05-02 17:03:10.059,2024-05-02 17:55:10.002,3,4
HCH37WF,纬中路-景区出入口,2024-05-03 17:31:03.967,2024-05-03 18:14:51.938,3,4
HCH37WF,纬中路-景区出入口,2024-05-04 18:26:47.261,2024-05-04 19:10:49.628,3,2
HCI4AP9,环西路-纬中路,2024-05-04 06:35:45.692,2024-05-04 07:05:49.572,3,1
HCS74OA,纬中路-景区出入口,2024-05-04 08:00:59.608,2024-05-04 09:25:38.755,5,1
HCSA9X6,环西路-纬中路,2024-05-04 19:28:49.444,2024-05-04 20:06:58.748,4,2
HCSA9X6,环西路-纬中路,2024-05-04 19:28:52.642,2024-05-04 20:06:58.748,3,2
HCW35L7,纬中路-景区出入口,2024-05-05 18:21:18.932,2024-05-05 19:13:10.873,3,1
HD2E652,经一路-纬中路,2024-05-05 14:24:15.983,2024-05-05 15:43:59.864,3,3
HD2E652,经一路-纬中路,2024-05-05 15:12:21.773,2024-05-05 16:42:01.260,3,3
HD2E652,环西路-纬中路,2024-05-05 14:25:08.155,2024-05-05 15:44:54.995,4,3
HD2E652,环西路-纬中路,2024-05-05 14:26:06.983,2024-05-05 15:44:54.995,3,3
HD8ZAB4,经中路-环北路,2024-05-05 08:13:18.317,2024-05-05 08:57:27.956,3,1
HF2CC9F,环西路-纬中路,2024-05-01 13:50:24.001,2024-05-01 14:20:28.528,3,2
HG3S617,环西路-纬中路,2024-05-01 22:03:08.783,2024-05-01 22:45:46.671,3,1
HG4V4LC,环西路-纬中路,2024-05-03 16:50:46.474,2024-05-03 17:31:57.971,3,2
HG6CGSE,经中路-纬中路,2024-05-05 10:02:26.000,2024-05-05 10:41:42.000,3,2
HGBKBRB,环西路-纬中路,2024-05-02 11:11:21.487,2024-05-02 12:29:30.345,4,1
HGBKBRB,环西路-纬中路,2024-05-02 11:11:57.644,2024-05-02 12:29:30.345,3,1
HGBKBRB,环西路-纬中路,2024-05-04 11:18:06.832,2024-05-04 12:00:39.868,4,3
HGBKBRB,环西路-纬中路,2024-05-04 11:18:10.710,2024-05-04 12:00:39.868,3,3
HH5WZCD,环西路-纬中路,2024-05-02 04:48:58.928,2024-05-02 05:21:17.265,3,1
HHB3Z7G,经一路-纬中路,2024-05-01 00:50:15.335,2024-05-01 01:56:57.446,3,1
HHB3Z7G,环西路-纬中路,2024-05-01 00:51:47.272,2024-05-01 01:31:22.630,4,1
HHB3Z7G,环西路-纬中路,2024-05-01 00:51:51.827,2024-05-01 01:31:22.630,3,1
HK73AAK,纬中路-景区出入口,2024-05-01 08:57:04.430,2024-05-01 09:52:46.034,3,4
HK73AAK,环西路-纬中路,2024-05-01 09:04:22.996,2024-05-01 09:42:59.943,4,4
HK73AAK,环西路-纬中路,2024-05-01 09:04:28.131,2024-05-01 09:42:59.943,3,4
HK85QEF,经三路-纬中路,2024-05-05 15:05:23.474,2024-05-05 15:42:07.706,3,3
HKA4IBC,环西路-纬中路,2024-05-02 21:01:06.280,2024-05-02 22:29:18.802,3,1
HKX8668,环西路-纬中路,2024-05-05 18:19:34.664,2024-05-05 19:17:33.250,4,2
HKX8668,环西路-纬中路,2024-05-05 18:20:05.598,2024-05-05 19:17:33.250,3,2
HL9DA5L,纬中路-景区出入口,2024-05-01 15:17:41.790,2024-05-01 16:24:33.632,3,2
HR5NA6E,纬中路-景区出入口,2024-05-01 18:48:31.334,2024-05-01 20:08:58.825,3,6
HR5NA6E,经中路-纬中路,2024-05-04 18:44:19.000,2024-05-04 19:53:31.000,3,3
HR5NA6E,经中路-纬中路,2024-05-04 19:19:42.000,2024-05-04 20:43:14.000,3,4
HR5NA6E,经中路-纬中路,2024-05-04 23:51:26.000,2024-05-05 00:37:36.000,3,3
HR5NA6E,环西路-纬中路,2024-05-02 20:43:29.932,2024-05-02 21:37:59.036,3,2
HS7AQBC,环西路-纬中路,2024-05-04 04:36:32.505,2024-05-04 05:55:47.323,3,2
HS98L6D,经三路-纬中路,2024-05-02 09:33:23.585,2024-05-02 10:16:49.642,3,3
HS9AO87,环西路-纬中路,2024-05-03 16:50:32.545,2024-05-03 17:46:25.300,3,3
HS9AO87,环西路-纬中路,2024-05-04 19:17:45.689,2024-05-04 20:31:10.788,3,2
HS9AO87,纬中路-景区出入口,2024-05-01 20:05:02.844,2024-05-01 21:15:29.282,3,3
HT56WDE,纬中路-景区出入口,2024-05-01 21:07:40.692,2024-05-01 22:32:19.682,3,2
HV596AE,环西路-纬中路,2024-05-02 08:31:57.502,2024-05-02 09:48:40.100,4,1
HV596AE,环西路-纬中路,2024-05-02 08:32:09.125,2024-05-02 09:48:40.100,3,1
IB3FYB7,环西路-纬中路,2024-05-04 17:34:54.534,2024-05-04 18:57:26.861,3,1
IB54J8S,环西路-纬中路,2024-05-03 14:06:37.977,2024-05-03 15:01:08.803,4,1
IB54J8S,环西路-纬中路,2024-05-03 14:06:42.089,2024-05-03 15:01:08.803,3,1
IB54J8S,环西路-纬中路,2024-05-04 18:45:58.580,2024-05-04 19:29:41.920,3,2
IB54J8S,经一路-纬中路,2024-05-03 14:06:03.782,2024-05-03 14:58:44.526,3,1
IB5M4B8K,环西路-纬中路,2024-05-01 18:23:49.068,2024-05-01 19:05:32.509,3,2
IBIU4D9,环西路-纬中路,2024-05-03 13:12:43.444,2024-05-03 13:55:20.595,3,1
IBYS966,经中路-纬中路,2024-05-03 10:34:26.000,2024-05-03 11:30:34.000,4,2
IBYS966,经中路-纬中路,2024-05-03 10:36:11.000,2024-05-03 11:30:34.000,3,2
IC6BCBBK,环西路-纬中路,2024-05-01 18:41:52.573,2024-05-01 19:15:10.961,4,1
IC6BCBBK,环西路-纬中路,2024-05-01 18:43:03.981,2024-05-01 19:15:10.961,3,1
ICB056R,纬中路-景区出入口,2024-05-04 18:52:42.965,2024-05-04 19:27:11.363,3,1
ICE9996,环西路-纬中路,2024-05-02 20:07:36.430,2024-05-02 20:52:22.324,3,1
ICE9996,环西路-纬中路,2024-05-04 14:20:05.645,2024-05-04 15:24:23.555,3,4
ICE9996,环西路-纬中路,2024-05-05 21:41:48.616,2024-05-05 22:55:49.570,3,2
ICFC6C7,环西路-纬中路,2024-05-02 19:38:49.487,2024-05-02 20:21:50.818,5,2
ICFC6C7,环西路-纬中路,2024-05-02 19:38:52.662,2024-05-02 20:21:50.818,4,2
ICFC6C7,环西路-纬中路,2024-05-02 19:40:47.276,2024-05-02 20:21:50.818,3,2
ID15BHB,经中路-环北路,2024-05-04 07:40:28.183,2024-05-04 09:05:22.068,3,1
ID15E7D,纬中路-景区出入口,2024-05-01 19:05:08.276,2024-05-01 19:54:48.554,3,3
ID38NDH,环西路-纬中路,2024-05-02 19:43:28.688,2024-05-02 20:13:34.499,3,2
ID50UAD,环西路-纬中路,2024-05-01 09:43:04.147,2024-05-01 10:18:43.408,3,1
IDB8LZ8,环西路-纬中路,2024-05-05 10:50:07.356,2024-05-05 12:16:30.365,5,3
IDB8LZ8,环西路-纬中路,2024-05-05 10:50:10.445,2024-05-05 12:16:30.365,4,3
IDHC9UC,经五路-纬中路,2024-05-03 12:34:41.337,2024-05-03 13:57:40.754,3,2
IDI5AD4,经中路-纬中路,2024-05-04 08:55:29.000,2024-05-04 10:02:19.000,3,3
IE2COB5,经中路-纬中路,2024-05-03 14:08:35.000,2024-05-03 15:15:29.000,3,5
IE59YB7,经中路-纬中路,2024-05-03 09:13:37.000,2024-05-03 10:09:44.000,3,5
IE59YB7,纬中路-景区出入口,2024-05-03 09:17:37.726,2024-05-03 10:12:38.644,3,5
IE7BHAG,环西路-纬中路,2024-05-05 16:06:13.041,2024-05-05 17:02:19.838,4,2
IE7BHAG,环西路-纬中路,2024-05-05 16:06:15.948,2024-05-05 17:02:19.838,3,2
II7Y463,纬中路-景区出入口,2024-05-04 15:33:32.978,2024-05-04 16:13:48.735,3,1
IIF9B5F,环西路-纬中路,2024-05-01 13:05:16.232,2024-05-01 13:49:26.975,3,1
IK42CBY,环西路-纬中路,2024-05-02 17:25:18.344,2024-05-02 18:23:58.213,4,3
IK42CBY,环西路-纬中路,2024-05-02 17:25:25.478,2024-05-02 18:23:58.213,3,3
IK4EAE6,经三路-纬中路,2024-05-05 21:28:59.726,2024-05-05 22:58:31.458,3,2
JB34CCBJ,环西路-纬中路,2024-05-01 10:00:21.403,2024-05-01 10:41:54.477,4,1
JB34CCBJ,环西路-纬中路,2024-05-01 10:00:25.203,2024-05-01 10:41:54.477,3,1
JB34CCBJ,环西路-纬中路,2024-05-02 10:11:21.662,2024-05-02 10:51:18.835,4,2
JB34CCBJ,环西路-纬中路,2024-05-02 10:11:29.485,2024-05-02 10:51:18.835,3,2
JB34CCBJ,环西路-纬中路,2024-05-04 08:57:23.374,2024-05-04 09:33:35.101,3,2
JB34CCBJ,环西路-纬中路,2024-05-05 08:28:49.434,2024-05-05 09:14:04.872,4,2
JB34CCBJ,环西路-纬中路,2024-05-05 08:28:55.610,2024-05-05 09:14:04.872,3,2
JBA168EH,环西路-纬中路,2024-05-03 13:27:28.708,2024-05-03 14:21:59.154,8,7
JBA168EH,环西路-纬中路,2024-05-03 13:27:29.081,2024-05-03 14:21:59.154,7,7
JBA168EH,环西路-纬中路,2024-05-03 13:27:34.780,2024-05-03 14:21:59.154,6,7
JBA168EH,环西路-纬中路,2024-05-03 13:33:42.607,2024-05-03 14:21:59.154,5,7
JBA168EH,环西路-纬中路,2024-05-03 13:33:47.508,2024-05-03 14:21:59.154,4,7
JBA168EH,环西路-纬中路,2024-05-03 13:36:25.772,2024-05-03 14:21:59.154,3,7
JBA168EH,经一路-纬中路,2024-05-03 13:31:09.956,2024-05-03 14:23:19.762,3,7
JC3Y8UF,环西路-纬中路,2024-05-03 12:38:58.293,2024-05-03 13:21:24.322,4,1
JC3Y8UF,环西路-纬中路,2024-05-03 12:40:35.329,2024-05-03 13:21:24.322,3,1
JC58968K,环西路-纬中路,2024-05-03 11:54:35.624,2024-05-03 12:31:47.797,3,2
JC58968K,经一路-纬中路,2024-05-03 12:06:44.743,2024-05-03 12:54:19.830,3,3
JCAN65DK,经五路-纬中路,2024-05-03 21:49:27.805,2024-05-03 22:31:51.904,3,2
JCV7A62,环西路-纬中路,2024-05-02 12:09:54.671,2024-05-02 12:54:04.832,3,1
JD7685W,经一路-纬中路,2024-05-02 17:45:38.931,2024-05-02 18:33:36.516,3,2
JDW5BAK,环西路-纬中路,2024-05-01 10:33:06.576,2024-05-01 11:35:45.277,3,1
JE2J780,经中路-环北路,2024-05-02 21:27:29.363,2024-05-02 22:16:31.199,3,4
JE38DCC,环西路-纬中路,2024-05-04 20:08:00.938,2024-05-04 20:48:58.142,4,3
JE38DCC,环西路-纬中路,2024-05-04 20:08:06.400,2024-05-04 20:48:58.142,3,3
JE548YB,环西路-纬中路,2024-05-03 18:38:13.460,2024-05-03 19:15:56.010,3,2
JEABQCE,环西路-纬中路,2024-05-04 13:19:32.090,2024-05-04 13:58:18.281,3,1
JEABQCE,环西路-纬中路,2024-05-04 20:42:16.188,2024-05-04 21:26:00.506,3,2
JF94B5BK,环西路-纬中路,2024-05-03 14:15:50.365,2024-05-03 14:57:03.388,3,1
JF9AO8T,环西路-纬中路,2024-05-01 23:23:04.435,2024-05-02 00:28:31.766,3,3
JF9AO8T,环西路-纬中路,2024-05-01 23:58:28.502,2024-05-02 01:28:03.018,7,5
JF9AO8T,环西路-纬中路,2024-05-01 23:58:31.766,2024-05-02 01:28:03.018,6,5
JF9AO8T,环西路-纬中路,2024-05-02 00:40:26.429,2024-05-02 01:28:03.018,5,4
JF9AO8T,环西路-纬中路,2024-05-02 00:40:36.683,2024-05-02 01:28:03.018,4,4
JF9AO8T,环西路-纬中路,2024-05-02 00:49:36.051,2024-05-02 02:14:32.567,5,8
JF9AO8T,环西路-纬中路,2024-05-02 00:49:42.588,2024-05-02 02:14:32.567,4,8
JF9AO8T,环西路-纬中路,2024-05-02 00:58:03.018,2024-05-02 02:14:32.567,3,6
