交叉口,时间段,车辆数,车辆密度,日期
经中路-环南路,2024-05-05 16:00:00,2350,2350.0,2024-05-05
经中路-环南路,2024-05-05 17:00:00,2257,2257.0,2024-05-05
经中路-环南路,2024-05-05 18:00:00,1662,1662.0,2024-05-05
经中路-环南路,2024-05-05 19:00:00,1640,1640.0,2024-05-05
经中路-环南路,2024-05-05 20:00:00,1400,1400.0,2024-05-05
经中路-环南路,2024-05-05 21:00:00,957,957.0,2024-05-05
经中路-环南路,2024-05-05 22:00:00,700,700.0,2024-05-05
经中路-环南路,2024-05-05 23:00:00,561,561.0,2024-05-05
经中路-纬一路,2024-05-05 00:00:00,356,356.0,2024-05-05
经中路-纬一路,2024-05-05 01:00:00,189,189.0,2024-05-05
经中路-纬一路,2024-05-05 02:00:00,136,136.0,2024-05-05
经中路-纬一路,2024-05-05 03:00:00,130,130.0,2024-05-05
经中路-纬一路,2024-05-05 04:00:00,140,140.0,2024-05-05
经中路-纬一路,2024-05-05 05:00:00,245,245.0,2024-05-05
经中路-纬一路,2024-05-05 06:00:00,614,614.0,2024-05-05
经中路-纬一路,2024-05-05 07:00:00,1126,1126.0,2024-05-05
经中路-纬一路,2024-05-05 08:00:00,1438,1438.0,2024-05-05
经中路-纬一路,2024-05-05 09:00:00,1405,1405.0,2024-05-05
经中路-纬一路,2024-05-05 10:00:00,1507,1507.0,2024-05-05
经中路-纬一路,2024-05-05 11:00:00,1631,1631.0,2024-05-05
经中路-纬一路,2024-05-05 12:00:00,1651,1651.0,2024-05-05
经中路-纬一路,2024-05-05 13:00:00,1559,1559.0,2024-05-05
经中路-纬一路,2024-05-05 14:00:00,1564,1564.0,2024-05-05
经中路-纬一路,2024-05-05 15:00:00,1524,1524.0,2024-05-05
经中路-纬一路,2024-05-05 16:00:00,1750,1750.0,2024-05-05
经中路-纬一路,2024-05-05 17:00:00,1704,1704.0,2024-05-05
经中路-纬一路,2024-05-05 18:00:00,1397,1397.0,2024-05-05
经中路-纬一路,2024-05-05 19:00:00,1412,1412.0,2024-05-05
经中路-纬一路,2024-05-05 20:00:00,1183,1183.0,2024-05-05
经中路-纬一路,2024-05-05 21:00:00,812,812.0,2024-05-05
经中路-纬一路,2024-05-05 22:00:00,544,544.0,2024-05-05
经中路-纬一路,2024-05-05 23:00:00,505,505.0,2024-05-05
经中路-纬中路,2024-05-05 00:00:00,441,441.0,2024-05-05
经中路-纬中路,2024-05-05 01:00:00,225,225.0,2024-05-05
经中路-纬中路,2024-05-05 02:00:00,146,146.0,2024-05-05
经中路-纬中路,2024-05-05 03:00:00,154,154.0,2024-05-05
经中路-纬中路,2024-05-05 04:00:00,165,165.0,2024-05-05
经中路-纬中路,2024-05-05 05:00:00,292,292.0,2024-05-05
经中路-纬中路,2024-05-05 06:00:00,720,720.0,2024-05-05
经中路-纬中路,2024-05-05 07:00:00,1510,1510.0,2024-05-05
经中路-纬中路,2024-05-05 08:00:00,1787,1787.0,2024-05-05
经中路-纬中路,2024-05-05 09:00:00,1946,1946.0,2024-05-05
经中路-纬中路,2024-05-05 10:00:00,1966,1966.0,2024-05-05
经中路-纬中路,2024-05-05 11:00:00,2282,2282.0,2024-05-05
经中路-纬中路,2024-05-05 12:00:00,2341,2341.0,2024-05-05
经中路-纬中路,2024-05-05 13:00:00,2162,2162.0,2024-05-05
经中路-纬中路,2024-05-05 14:00:00,2105,2105.0,2024-05-05
经中路-纬中路,2024-05-05 15:00:00,2046,2046.0,2024-05-05
经中路-纬中路,2024-05-05 16:00:00,2464,2464.0,2024-05-05
经中路-纬中路,2024-05-05 17:00:00,2330,2330.0,2024-05-05
经中路-纬中路,2024-05-05 18:00:00,1952,1952.0,2024-05-05
经中路-纬中路,2024-05-05 19:00:00,1810,1810.0,2024-05-05
经中路-纬中路,2024-05-05 20:00:00,1628,1628.0,2024-05-05
经中路-纬中路,2024-05-05 21:00:00,1103,1103.0,2024-05-05
经中路-纬中路,2024-05-05 22:00:00,774,774.0,2024-05-05
经中路-纬中路,2024-05-05 23:00:00,647,647.0,2024-05-05
经二路-纬中路,2024-05-05 00:00:00,67,67.0,2024-05-05
经二路-纬中路,2024-05-05 02:00:00,24,24.0,2024-05-05
经二路-纬中路,2024-05-05 03:00:00,46,46.0,2024-05-05
经二路-纬中路,2024-05-05 04:00:00,40,40.0,2024-05-05
经二路-纬中路,2024-05-05 05:00:00,67,67.0,2024-05-05
经二路-纬中路,2024-05-05 06:00:00,221,221.0,2024-05-05
经二路-纬中路,2024-05-05 07:00:00,548,548.0,2024-05-05
经二路-纬中路,2024-05-05 08:00:00,641,641.0,2024-05-05
经二路-纬中路,2024-05-05 09:00:00,720,720.0,2024-05-05
经二路-纬中路,2024-05-05 10:00:00,736,736.0,2024-05-05
经二路-纬中路,2024-05-05 11:00:00,862,862.0,2024-05-05
经二路-纬中路,2024-05-05 12:00:00,841,841.0,2024-05-05
经二路-纬中路,2024-05-05 13:00:00,587,587.0,2024-05-05
经二路-纬中路,2024-05-05 14:00:00,312,312.0,2024-05-05
经二路-纬中路,2024-05-05 16:00:00,237,237.0,2024-05-05
经二路-纬中路,2024-05-05 17:00:00,830,830.0,2024-05-05
经二路-纬中路,2024-05-05 18:00:00,781,781.0,2024-05-05
经二路-纬中路,2024-05-05 19:00:00,648,648.0,2024-05-05
经二路-纬中路,2024-05-05 20:00:00,630,630.0,2024-05-05
经二路-纬中路,2024-05-05 21:00:00,466,466.0,2024-05-05
经二路-纬中路,2024-05-05 22:00:00,331,331.0,2024-05-05
经二路-纬中路,2024-05-05 23:00:00,290,290.0,2024-05-05
经五路-纬中路,2024-05-05 00:00:00,48,48.0,2024-05-05
经五路-纬中路,2024-05-05 01:00:00,32,32.0,2024-05-05
经五路-纬中路,2024-05-05 02:00:00,7,7.0,2024-05-05
经五路-纬中路,2024-05-05 03:00:00,8,8.0,2024-05-05
经五路-纬中路,2024-05-05 04:00:00,13,13.0,2024-05-05
经五路-纬中路,2024-05-05 05:00:00,30,30.0,2024-05-05
经五路-纬中路,2024-05-05 06:00:00,118,118.0,2024-05-05
经五路-纬中路,2024-05-05 07:00:00,319,319.0,2024-05-05
经五路-纬中路,2024-05-05 08:00:00,284,284.0,2024-05-05
经五路-纬中路,2024-05-05 09:00:00,368,368.0,2024-05-05
经五路-纬中路,2024-05-05 10:00:00,373,373.0,2024-05-05
经五路-纬中路,2024-05-05 11:00:00,457,457.0,2024-05-05
经五路-纬中路,2024-05-05 12:00:00,468,468.0,2024-05-05
经五路-纬中路,2024-05-05 13:00:00,486,486.0,2024-05-05
经五路-纬中路,2024-05-05 14:00:00,401,401.0,2024-05-05
经五路-纬中路,2024-05-05 15:00:00,423,423.0,2024-05-05
经五路-纬中路,2024-05-05 16:00:00,474,474.0,2024-05-05
经五路-纬中路,2024-05-05 17:00:00,506,506.0,2024-05-05
经五路-纬中路,2024-05-05 18:00:00,366,366.0,2024-05-05
经五路-纬中路,2024-05-05 19:00:00,297,297.0,2024-05-05
经五路-纬中路,2024-05-05 20:00:00,209,209.0,2024-05-05
经五路-纬中路,2024-05-05 21:00:00,158,158.0,2024-05-05
经五路-纬中路,2024-05-05 22:00:00,106,106.0,2024-05-05
经五路-纬中路,2024-05-05 23:00:00,57,57.0,2024-05-05
经四路-纬中路,2024-05-05 00:00:00,90,90.0,2024-05-05
经四路-纬中路,2024-05-05 01:00:00,55,55.0,2024-05-05
经四路-纬中路,2024-05-05 02:00:00,22,22.0,2024-05-05
经四路-纬中路,2024-05-05 03:00:00,22,22.0,2024-05-05
经四路-纬中路,2024-05-05 04:00:00,32,32.0,2024-05-05
经四路-纬中路,2024-05-05 05:00:00,65,65.0,2024-05-05
经四路-纬中路,2024-05-05 06:00:00,79,79.0,2024-05-05
经四路-纬中路,2024-05-05 07:00:00,100,100.0,2024-05-05
经四路-纬中路,2024-05-05 08:00:00,100,100.0,2024-05-05
经四路-纬中路,2024-05-05 09:00:00,99,99.0,2024-05-05
经四路-纬中路,2024-05-05 10:00:00,91,91.0,2024-05-05
经四路-纬中路,2024-05-05 11:00:00,82,82.0,2024-05-05
经四路-纬中路,2024-05-05 12:00:00,72,72.0,2024-05-05
经四路-纬中路,2024-05-05 13:00:00,93,93.0,2024-05-05
经四路-纬中路,2024-05-05 14:00:00,87,87.0,2024-05-05
经四路-纬中路,2024-05-05 15:00:00,105,105.0,2024-05-05
经四路-纬中路,2024-05-05 16:00:00,83,83.0,2024-05-05
经四路-纬中路,2024-05-05 17:00:00,104,104.0,2024-05-05
经四路-纬中路,2024-05-05 18:00:00,76,76.0,2024-05-05
经四路-纬中路,2024-05-05 19:00:00,112,112.0,2024-05-05
经四路-纬中路,2024-05-05 20:00:00,104,104.0,2024-05-05
经四路-纬中路,2024-05-05 21:00:00,102,102.0,2024-05-05
经四路-纬中路,2024-05-05 22:00:00,116,116.0,2024-05-05
经四路-纬中路,2024-05-05 23:00:00,100,100.0,2024-05-05
